Timestamp,initials_extractor,study_id,author_year,paper_title,publication_year,Journal,Journal_Citation_Report_Category,Journal_Category_Allocated_Broad,DOI,total_included_studies,CEESAT2_1.1,CEESAT2_2.1,protocol_database,CEESAT2_3.1,CEESAT2_3.2,CEESAT2_4.1,CEESAT2_4.2,CEESAT2_4.3,database_search,CEESAT2_5.1,CEESAT2_5.2,rob_assessment_method,CEESAT2_6.1,CEESAT2_6.2,CEESAT2_6.3,software_analysis,CEESAT2_7.1,effect_size,CEESAT2_7.2,CEESAT2_7.3,heterogeneity_assessment_method,sensitivity_analysis_method,bias_assessment_type,bias_assessment_method,bias_assessment_visualization,visualization_method,reporting_standards_type,reporting_guideline_provided,literature_screening_flowchart,CEESAT2_8.1,policy_title,policy_year,policy_author,policy_category,policy_source,link
11/17/2022 15:50:12,km,s_020,wang_2016,"The classic EDCs, phthalate esters and organochlorines, in relation to abnormal sperm quality: a systematic review with meta-analysis.",2016,Scientific reports,MULTIDISCIPLINARY SCIENCES - SCIE,Multidisciplinary,10.1038/srep19982,9,Amber,Red,NA,Amber,Amber,Amber,Red,Amber,"Web of Science, PubMed",Red,Red,Not reported,Amber,Amber,Red,Stata,Amber,Odds ratio,Amber,Amber,"I squared, Q statistic",Not reported,Publication bias,"Egger's regression, Begg's test",Not reported,Forest plot,Not reported,NA,No,Red,NA,NA,NA,NA,NA,NA
11/17/2022 16:19:39,km,s_021,pezzoli_2013,Exposure to pesticides or solvents and risk of Parkinson disease.,2013,Neurology,CLINICAL NEUROLOGY - SCIE,Medicine,10.1212/WNL.0b013e318294b3c8,104,Amber,Red,NA,Green,Amber,Amber,Red,Red,"PubMed, Embase, CINAHL",Green,Amber,Newcastle Ottawa scale,Amber,Red,Amber,comprehensive meta-analysis software,Amber,Odds ratio,Amber,Amber,I squared,Not reported,Publication bias,Not reported,"Funnel plot, Trim and fill",Not reported,PRISMA,No,Yes,Amber,NA,NA,NA,NA,NA,NA
11/17/2022 16:45:59,km,s_022,santana_2021,Pesticide effects on fish cholinesterase variability and mean activity: A meta-analytic review,2021,Science of The Total Environment,ENVIRONMENTAL SCIENCES - SCIE,Environmental Science,10.1016/j.scitotenv.2020.143829,176,Green,Red,NA,Green,Amber,Green,Red,Amber,"Scopus, Web of Science, PubMed",Red,Red,Not reported,Amber,Red,Red,R,Amber,"Log response ratio,
 Log coefficient variation ratio",Green,Amber,I squared,Not reported,Publication bias,Egger's regression,"Funnel plot, Trim and fill",Forest plot,PRISMA,No,Yes,Green,NA,NA,NA,NA,NA,NA
11/18/2022 9:26:23,km,s_023,stratakis_2021,Prenatal exposure to persistent organic pollutants and childhood obesity: A systematic review and meta-analysis of human studies.,2021,Obesity reviews,ENDOCRINOLOGY & METABOLISM - SCIE,Medicine,10.1111/obr.13383,59,Amber,Gold,prospero,Green,Amber,Amber,Red,Amber,"PubMed, Embase",Gold,Gold,Newcastle Ottawa scale,Amber,Amber,Gold,Stata,Amber,Beta regression,Gold,Amber,"I squared, Q statistic",Not reported,Publication bias,Egger's regression,"Funnel plot, Trim and fill",Forest plot,PRISMA,Yes,Yes,Amber,NA,NA,NA,NA,NA,NA
11/18/2022 10:12:17,km,s_024,koureas_2019,"Spatial and temporal distribution of p,p'-DDE (1 dichloro 2,2 bis (p chlorophenyl) ethylene) blood levels across the globe. A systematic review and meta-analysis",2019,Science of The Total Environment,ENVIRONMENTAL SCIENCES - SCIE,Environmental Science,10.1016/j.scitotenv.2019.05.261,418,Amber,Red,NA,Amber,Amber,Amber,Red,Amber,"Scopus, PubMed",Red,Red,Not reported,Amber,Red,Gold,R,Amber,Geometric mean,Amber,Amber,I squared,Not reported,Publication bias,Egger's regression,Funnel plot,Scatter plot,Not reported,NA,Yes,Green,NA,NA,NA,NA,NA,NA
11/18/2022 10:46:32,km,s_025,luo_2016,Exposure to organochlorine pesticides and non-Hodgkin lymphoma: a meta-analysis of observational studies.,2016,Scientific reports,MULTIDISCIPLINARY SCIENCES - SCIE,Multidisciplinary,10.1038/srep25768,13,Amber,Red,NA,Amber,Amber,Amber,Red,Amber,"Web of Science, PubMed, Embase",Green,Amber,Newcastle Ottawa scale,Amber,Amber,Red,Stata,Amber,Odds ratio,Green,Amber,"I squared,  Q statistic",Leave one out analysis,Publication bias,"Egger's regression, Begg's test",Funnel plot,Forest plot,PRISMA,No,Yes,Amber,"Toxicological profile for DDT, DDE, and DDD",2023,Centers for Disease Control and Prevention (CDC),NA,Altmetric,NA
11/25/2022 23:25:26,km,s_026,park_2014,Exposure to Dichlorodiphenyltrichloroethane and the Risk of Breast Cancer: A Systematic Review and Meta-analysis.,2014,Public Health and Research Perspectives,no category found,Medicine,10.1016/j.phrp.2014.02.001,35,Amber,Red,NA,Red,Amber,Amber,Red,Amber,"PubMed, Embase",Red,Red,Not reported,Amber,Amber,Gold,Stata,Amber,Odds ratio,Amber,Amber,"I squared,  Q statistic",Not reported,Publication bias,Egger's regression,Funnel plot,Forest plot,MOOSE,No,Yes,Amber,"Toxicological profile for DDT, DDE, and DDD : draft for public comment",2019,Centers for Disease Control and Prevention (CDC),NA,plumx,NA
11/25/2022 23:25:26,km,s_026,park_2014,Exposure to Dichlorodiphenyltrichloroethane and the Risk of Breast Cancer: A Systematic Review and Meta-analysis.,2014,Public Health and Research Perspectives,no category found,Medicine,10.1016/j.phrp.2014.02.001,35,Amber,Red,NA,Red,Amber,Amber,Red,Amber,"PubMed, Embase",Red,Red,Not reported,Amber,Amber,Gold,Stata,Amber,Odds ratio,Amber,Amber,"I squared,  Q statistic",Not reported,Publication bias,Egger's regression,Funnel plot,Forest plot,MOOSE,No,Yes,Amber,"Toxicological profile for 1,1-Dichloroethene : draft for public comment",2019,Centers for Disease Control and Prevention (CDC),NA,plumx,NA
11/25/2022 23:25:26,km,s_026,park_2014,Exposure to Dichlorodiphenyltrichloroethane and the Risk of Breast Cancer: A Systematic Review and Meta-analysis.,2014,Public Health and Research Perspectives,no category found,Medicine,10.1016/j.phrp.2014.02.001,35,Amber,Red,NA,Red,Amber,Amber,Red,Amber,"PubMed, Embase",Red,Red,Not reported,Amber,Amber,Gold,Stata,Amber,Odds ratio,Amber,Amber,"I squared,  Q statistic",Not reported,Publication bias,Egger's regression,Funnel plot,Forest plot,MOOSE,No,Yes,Amber,"Toxicological profile for DDT, DDE, and DDD: draft for public comment.",2019,Government Publishing Office (GPO),NA,plumx,NA
11/25/2022 23:25:26,km,s_026,park_2014,Exposure to Dichlorodiphenyltrichloroethane and the Risk of Breast Cancer: A Systematic Review and Meta-analysis.,2014,Public Health and Research Perspectives,no category found,Medicine,10.1016/j.phrp.2014.02.001,35,Amber,Red,NA,Red,Amber,Amber,Red,Amber,"PubMed, Embase",Red,Red,Not reported,Amber,Amber,Gold,Stata,Amber,Odds ratio,Amber,Amber,"I squared,  Q statistic",Not reported,Publication bias,Egger's regression,Funnel plot,Forest plot,MOOSE,No,Yes,Amber,"DDT, Lindane, and 2,4-D",2019,IARC,NA,plumx,NA
11/28/2022 18:15:30,km,s_027,maelefabry_2006,Review and meta-analysis of risk estimates for prostate cancer in pesticide manufacturing workers,2006,Cancer Causes Control,no category found,Medicine,10.1007/s10552-005-0443-y,63,Amber,Red,NA,Amber,Amber,Green,Red,Red,Medline,Red,Red,Not reported,Amber,Amber,Gold,Stata,Amber,Risk ratio,Amber,Red,Not reported,Not reported,Publication bias,Egger's regression,Funnel plot,Forest plot,Not reported,NA,No,Red,Evaluation of Employee Health Concerns and Suspected Contamination at an Office Complex,2014,Centers for Disease Control and Prevention (CDC),NA,Altmetric,https://stacks.cdc.gov/view/cdc/23487
11/28/2022 18:15:30,km,s_027,maelefabry_2006,Review and meta-analysis of risk estimates for prostate cancer in pesticide manufacturing workers,2006,Cancer Causes Control,no category found,Medicine,10.1007/s10552-005-0443-y,63,Amber,Red,NA,Amber,Amber,Green,Red,Red,Medline,Red,Red,Not reported,Amber,Amber,Gold,Stata,Amber,Risk ratio,Amber,Red,Not reported,Not reported,Publication bias,Egger's regression,Funnel plot,Forest plot,Not reported,NA,No,Red,State of the science of endocrine disrupting chemicals 2012 / edited by Ã…ke Bergman â€¦ [â€Žet al]â€Ž,2013,World Health Organisation,NA,plumx,https://app.overton.io/document.php?policy_document_id=who-b9f44ea4ae1f8865c66298b7e0f4c596
11/28/2022 18:15:30,km,s_027,maelefabry_2006,Review and meta-analysis of risk estimates for prostate cancer in pesticide manufacturing workers,2006,Cancer Causes Control,no category found,Medicine,10.1007/s10552-005-0443-y,63,Amber,Red,NA,Amber,Amber,Green,Red,Red,Medline,Red,Red,Not reported,Amber,Amber,Gold,Stata,Amber,Risk ratio,Amber,Red,Not reported,Not reported,Publication bias,Egger's regression,Funnel plot,Forest plot,Not reported,NA,No,Red,"Evaluation of Prostate Cancer, Diesel Exhaust Exposures, and Radio Frequency Exposures Among Employees at a Rail Yard – Alabama",2011,Centers for Disease Control and Prevention (CDC),NA,plumx,https://stacks.cdc.gov/view/cdc/172493
11/28/2022 18:15:30,km,s_027,maelefabry_2006,Review and meta-analysis of risk estimates for prostate cancer in pesticide manufacturing workers,2006,Cancer Causes Control,no category found,Medicine,10.1007/s10552-005-0443-y,63,Amber,Red,NA,Amber,Amber,Green,Red,Red,Medline,Red,Red,Not reported,Amber,Amber,Gold,Stata,Amber,Risk ratio,Amber,Red,Not reported,Not reported,Publication bias,Egger's regression,Funnel plot,Forest plot,Not reported,NA,No,Red,Evaluation of Cancer among Occupants of Two Office Buildings,2009,Centers for Disease Control and Prevention (CDC),NA,plumx,NA
11/28/2022 18:15:30,km,s_027,maelefabry_2006,Review and meta-analysis of risk estimates for prostate cancer in pesticide manufacturing workers,2006,Cancer Causes Control,no category found,Medicine,10.1007/s10552-005-0443-y,63,Amber,Red,NA,Amber,Amber,Green,Red,Red,Medline,Red,Red,Not reported,Amber,Amber,Gold,Stata,Amber,Risk ratio,Amber,Red,Not reported,Not reported,Publication bias,Egger's regression,Funnel plot,Forest plot,Not reported,NA,No,Red,Identification of Substances of Very High Concern (SVHC) under the 'equivalent level of concern' route (REACH Article 57(f)) - EU Law and Publications,2015,The Publications Office of the European Union,NA,plumx,https://op.europa.eu/en/publication-detail/-/publication/f2c22d98-6fe3-46d9-80c0-ae6d65c40332/language-en
11/28/2022 18:31:14,km,s_028,wen_2019,The risk of endometriosis after exposure to endocrine-disrupting chemicals: a meta-analysis of 30 epidemiology studies,2019,Gynecological Endocrinology,ENDOCRINOLOGY & METABOLISM - SCIE/ OBSTETRICS & GYNECOLOGY - SCIE,Medicine,10.1080/09513590.2019.1590546,30,Amber,Red,NA,Amber,Amber,Amber,Red,Amber,"Web of Science, PubMed, Embase",Green,Amber,Newcastle Ottawa scale,Amber,Red,Red,Stata,Amber,Odds ratio,Green,Amber,"I squared, Q statistic",Leave one out analysis,Publication bias,Egger's regression,Funnel plot,Forest plot,Not reported,No,Yes,Amber,NA,NA,NA,NA,NA,NA
11/28/2022 18:48:51,km,s_029,mosallanejad_2016,Association of hexachlorobenzene in the serum and adipose tissue with type 2 diabetes: a systematic review and meta-analysis and meta-regression,2016,International Journal of Medical Research & Health Sciences,"MEDICINE, RESEARCH & EXPERIMENTAL - ESCI",Medicine,unavailable,10,Amber,Red,NA,Red,Red,Red,Red,Amber,"Scopus, PubMed, Embase, Cochrane, Irandoc, SID, Web of Science",Red,Red,Not reported,Amber,Amber,Red,comprehensive meta-analysis software,Amber,Odds ratio,Amber,Amber,"I squared, Tau square",Not reported,Publication bias,Begg's test,Funnel plot,Forest plot,Not reported,No,Yes,Amber,NA,NA,NA,NA,NA,NA
11/28/2022 19:10:04,km,s_030,goodier_2016,A meta-analysis synthesizing the effects of pesticides on swim speed and activity of aquatic vertebrates,2016,Science of The Total Environment,ENVIRONMENTAL SCIENCES - SCIE,Environmental Science,10.1016/j.scitotenv.2016.04.205,39,Amber,Red,NA,Amber,Amber,Amber,Red,Red,"PubMed, ScienceDirect",Red,Red,Not reported,Red,Red,Red,R,Amber,Log response ratio,Amber,Amber,Q statistic,Not reported,Publication bias,Fail safe,Funnel plot,Forest plot,Not reported,NA,No,Red,NA,NA,NA,NA,NA,NA
11/28/2022 20:47:34,km,s_031,allen_2013,Parkinsons disease and pesticide exposure - A new assessment,2013,Critical reviews in Toxicology,TOXICOLOGY - SCIE,Toxicology,10.3109/10408444.2013.798719,29,Amber,Red,NA,Amber,Amber,Amber,Red,Amber,"Embase, CAB Abstract",Red,Red,Not reported,Red,Red,Red,Stata,Amber,Log response ratio,Amber,Amber,"I squared, Q statistic",Not reported,Publication bias,Egger's regression,Funnel plot,Forest plot,Not reported,NA,No,Red,Haalbaarheid van onderzoek naar blootstelling aan bestrijdingsmiddelen en de gezondheid va omwonenden,2022,"National Institute for Public Healthand the Environment Ministry of Health, Welfare and Sport",NA,Altmetric,NA
11/28/2022 20:47:34,km,s_031,allen_2013,Parkinsons disease and pesticide exposure - A new assessment,2013,Critical reviews in Toxicology,TOXICOLOGY - SCIE,Toxicology,10.3109/10408444.2013.798719,29,Amber,Red,NA,Amber,Amber,Amber,Red,Amber,"Embase, CAB Abstract",Red,Red,Not reported,Red,Red,Red,Stata,Amber,Log response ratio,Amber,Amber,"I squared, Q statistic",Not reported,Publication bias,Egger's regression,Funnel plot,Forest plot,Not reported,NA,No,Red,Gewasbeschermingsmiddelen en neurodegeneratieve ziekten: mogelijkheden om de toelatingsvereisten te verbeteren,2021,"National Institute for Public Healthand the Environment Ministry of Health, Welfare and Sport",NA,Altmetric,NA
11/28/2022 20:47:34,km,s_031,allen_2013,Parkinsons disease and pesticide exposure - A new assessment,2013,Critical reviews in Toxicology,TOXICOLOGY - SCIE,Toxicology,10.3109/10408444.2013.798719,29,Amber,Red,NA,Amber,Amber,Amber,Red,Amber,"Embase, CAB Abstract",Red,Red,Not reported,Red,Red,Red,Stata,Amber,Log response ratio,Amber,Amber,"I squared, Q statistic",Not reported,Publication bias,Egger's regression,Funnel plot,Forest plot,Not reported,NA,No,Red,Gewasbeschermingsmiddelen en neurodegeneratieve ziekten: mogelijkheden om de toelatingsvereisten te verbeteren,2021,"National Institute for Public Healthand the Environment Ministry of Health, Welfare and Sport",NA,Altmetric,NA
11/28/2022 20:47:34,km,s_031,allen_2013,Parkinsons disease and pesticide exposure - A new assessment,2013,Critical reviews in Toxicology,TOXICOLOGY - SCIE,Toxicology,10.3109/10408444.2013.798719,29,Amber,Red,NA,Amber,Amber,Amber,Red,Amber,"Embase, CAB Abstract",Red,Red,Not reported,Red,Red,Red,Stata,Amber,Log response ratio,Amber,Amber,"I squared, Q statistic",Not reported,Publication bias,Egger's regression,Funnel plot,Forest plot,Not reported,NA,No,Red,The Evolving Chemicals Economy: Status and Trends Relevant for Sustainability - Global Chemicals Outlook II Part I,2019,United Nations Environment Programme,NA,Altmetric,NA
11/28/2022 20:47:34,km,s_031,allen_2013,Parkinsons disease and pesticide exposure - A new assessment,2013,Critical reviews in Toxicology,TOXICOLOGY - SCIE,Toxicology,10.3109/10408444.2013.798719,29,Amber,Red,NA,Amber,Amber,Amber,Red,Amber,"Embase, CAB Abstract",Red,Red,Not reported,Red,Red,Red,Stata,Amber,Log response ratio,Amber,Amber,"I squared, Q statistic",Not reported,Publication bias,Egger's regression,Funnel plot,Forest plot,Not reported,NA,No,Red,Preventing disease through a healthier and safer workplace,2018,World Health Organisation,NA,Altmetric,NA
11/28/2022 21:35:59,km,s_032,brown_2006,Pesticides and Parkinson�s Disease�Is There a Link?,2006,Environmental Health Perspectives,"TOXICOLOGY - SCIE/ PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE/ ENVIRONMENTAL SCIENCES - SCIE",Environmental Science,10.1289/ehp.8095,38,Amber,Red,NA,Red,Amber,Red,Red,Red,"Embase, Medline",Red,Red,Not reported,Red,Red,Red,Not reported,Amber,Log odds ratio,Red,Red,Not reported,Not reported,Not reported,Not reported,Not reported,Forest plot,Not reported,NA,No,Red,NA,NA,NA,NA,NA,NA
11/28/2022 22:23:32,km,s_033,ahmed_2017,Parkinson�s disease and pesticides: A meta-analysis of disease connection and genetic alterations,2017,Biomedicine and Pharmacotherapy,"MEDICINE, RESEARCH & EXPERIMENTAL - SCIE/ PHARMACOLOGY & PHARMACY - SCIE",Medicine,10.1016/j.biopha.2017.03.100,64,Amber,Red,NA,Green,Amber,Amber,Red,Amber,Medline,Red,Red,Not reported,Amber,Red,Green,Excel,Amber,Odds ratio,Amber,Amber,Q statistic,Not reported,Publication bias,Not reported,"Funnel plot, Doi plot, Trim and fill",Forest plot,MOOSE,No,Yes,Green,NA,NA,NA,NA,NA,NA
11/28/2022 22:38:40,km,s_034,wu_2022,"Maternal exposure to endocrine disrupting chemicals (EDCs) and preterm birth: A systematic review, meta-analysis, and meta-regression analysis",2022,Environmental Pollution,ENVIRONMENTAL SCIENCES - SCIE,Environmental Science,10.1016/j.envpol.2021.118264,59,Green,Gold,prospero,Green,Amber,Amber,Red,Gold,"PubMed, Embase, Cochrane",Gold,Gold,Robins-I,Amber,Amber,Gold,Stata,Amber,Odds ratio,Gold,Amber,"I squared, Q statistic",Leave one out analysis,Publication bias,Not reported,Funnel plot,Forest plot,PRISMA,No,Yes,Green,NA,NA,NA,NA,NA,NA
12/07/2022 0:37,km,s_035,evangelou_2016,Exposure to pesticides and diabetes: A systematic review and meta-analysis,2016,Environment International,ENVIRONMENTAL SCIENCES - SCIE,Environmental Science,10.1016/j.envint.2016.02.013,22,Amber,Red,NA,Green,Amber,Amber,Red,Red,"Embase, Medline",Red,Red,Not reported,Amber,Amber,Red,Stata,Amber,Odds ratio,Green,Amber,I squared,Subgroup analysis,Publication bias,Egger's regression,Funnel plot,Forest plot,Not reported,NA,Yes,Amber,Study supporting the evaluation of Directive 2009/128/EC on the sustainable use of pesticides and impact assessment of its possible revision : final impact assessment report.,2022,Publications Office of the EU,NA,plumx,NA
12/07/2022 0:37,km,s_035,evangelou_2016,Exposure to pesticides and diabetes: A systematic review and meta-analysis,2016,Environment International,ENVIRONMENTAL SCIENCES - SCIE,Environmental Science,10.1016/j.envint.2016.02.013,22,Amber,Red,NA,Green,Amber,Amber,Red,Red,"Embase, Medline",Red,Red,Not reported,Amber,Amber,Red,Stata,Amber,Odds ratio,Green,Amber,I squared,Subgroup analysis,Publication bias,Egger's regression,Funnel plot,Forest plot,Not reported,NA,Yes,Amber,"Toxicological profile for DDT, DDE, and DDD : draft for public comment",2019,Centers for Disease Control and Prevention (CDC),NA,plumx,NA
12/07/2022 0:37,km,s_035,evangelou_2016,Exposure to pesticides and diabetes: A systematic review and meta-analysis,2016,Environment International,ENVIRONMENTAL SCIENCES - SCIE,Environmental Science,10.1016/j.envint.2016.02.013,22,Amber,Red,NA,Green,Amber,Amber,Red,Red,"Embase, Medline",Red,Red,Not reported,Amber,Amber,Red,Stata,Amber,Odds ratio,Green,Amber,I squared,Subgroup analysis,Publication bias,Egger's regression,Funnel plot,Forest plot,Not reported,NA,Yes,Amber,"Toxicological profile for 1,1-Dichloroethene : draft for public comment",2019,Centers for Disease Control and Prevention (CDC),NA,plumx,NA
12/07/2022 0:37,km,s_035,evangelou_2016,Exposure to pesticides and diabetes: A systematic review and meta-analysis,2016,Environment International,ENVIRONMENTAL SCIENCES - SCIE,Environmental Science,10.1016/j.envint.2016.02.013,22,Amber,Red,NA,Green,Amber,Amber,Red,Red,"Embase, Medline",Red,Red,Not reported,Amber,Amber,Red,Stata,Amber,Odds ratio,Green,Amber,I squared,Subgroup analysis,Publication bias,Egger's regression,Funnel plot,Forest plot,Not reported,NA,Yes,Amber,"Toxicological profile for DDT, DDE, and DDD: draft for public comment.",2019,Government Publishing Office (GPO),NA,plumx,NA
12/07/2022 0:37,km,s_035,evangelou_2016,Exposure to pesticides and diabetes: A systematic review and meta-analysis,2016,Environment International,ENVIRONMENTAL SCIENCES - SCIE,Environmental Science,10.1016/j.envint.2016.02.013,22,Amber,Red,NA,Green,Amber,Amber,Red,Red,"Embase, Medline",Red,Red,Not reported,Amber,Amber,Red,Stata,Amber,Odds ratio,Green,Amber,I squared,Subgroup analysis,Publication bias,Egger's regression,Funnel plot,Forest plot,Not reported,NA,Yes,Amber,"Agrotóxicos no Brasil : padrões de uso, política da regulação e prevenção da captura regulatória",2019,Instituto de Pesquisa Econômica Aplicada,NA,plumx,NA
12/07/2022 0:37,km,s_035,evangelou_2016,Exposure to pesticides and diabetes: A systematic review and meta-analysis,2016,Environment International,ENVIRONMENTAL SCIENCES - SCIE,Environmental Science,10.1016/j.envint.2016.02.013,22,Amber,Red,NA,Green,Amber,Amber,Red,Red,"Embase, Medline",Red,Red,Not reported,Amber,Amber,Red,Stata,Amber,Odds ratio,Green,Amber,I squared,Subgroup analysis,Publication bias,Egger's regression,Funnel plot,Forest plot,Not reported,NA,Yes,Amber,Agricultural Inputs and Nutrition in South Asia,2019,Institute of Development Studies,NA,plumx,NA
12/07/2022 1:00,km,s_036,yipei_2022,Assessing the risk of diabetes in paRTIcipants with DDT DDE exposure- A systematic review and meta-analysis,2022,Environmental Research,"ENVIRONMENTAL SCIENCES - SCIE/ PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE",Environmental Science,10.1016/j.envres.2022.113018,43,Amber,Red,NA,Green,Amber,Amber,Red,Amber,"PubMed, Embase, Cochrane",Green,Amber,NIH quality tool,Amber,Amber,Gold,R,Amber,Odds ratio,Green,Amber,"I squared, Q statistic, Baujats plot",Leave one out analysis,Publication bias,Not reported,Funnel plot,Forest plot,"PRISMA, MOOSE",No,Yes,Amber,NA,NA,NA,NA,NA,NA
12/07/2022 1:23,km,s_037,chittrakul_2021,Insecticide Exposure and Risk of Asthmatic Symptoms: A Systematic Review and Meta-Analysis,2021,Toxics,ENVIRONMENTAL SCIENCES - SCIE/ TOXICOLOGY - SCIE,Toxicology,10.3390/toxics9090228,5,Amber,Gold,prospero,Amber,Amber,Amber,Red,Amber,"Scopus, Web of Science, PubMed, Google Scholar",Gold,Gold,NIH quality tool,Amber,Amber,Gold,Stata,Amber,Odds ratio,Amber,Amber,I squared,Not reported,Publication bias,Not reported,Funnel plot,Forest plot,PRISMA,No,Yes,Red,NA,NA,NA,NA,NA,NA
12/07/2022 1:48,km,s_038,lim_2015,Body concentrations of persistent organic pollutants and prostate cancer: a meta-analysis,2015,Environmental Science and Pollution Research,ENVIRONMENTAL SCIENCES - SCIE,Environmental Science,10.1007/s11356-015-4315-z,8,Amber,Red,NA,Amber,Amber,Amber,Red,Amber,"PubMed, Embase, Koreamed",Green,Red,Newcastle Ottawa scale,Amber,Amber,Gold,Stata,Amber,Odds ratio,Amber,Amber,Q statistic,Not reported,Publication bias,Egger's regression,Funnel plot,Forest plot,Not reported,NA,Yes,Amber,"Toxicological profile for DDT, DDE, and DDD",2022,World Health Organisation,NA,Altmetric,NA
12/08/2022 1:56,km,s_039,bonde_2016,The epidemiologic evidence linking prenatal and postnatal exposure to endocrine disrupting chemicals with male reproductive disorders: a systematic review and meta-analysis,2016,Human Reproduction Update,REPRODUCTIVE BIOLOGY - SCIE/ OBSTETRICS & GYNECOLOGY - SCIE,Medicine,10.1093/humupd/dmw036,33,Amber,Gold,prospero,Green,Amber,Gold,Red,Amber,"PubMed, Embase",Amber,Red,custom scale,Red,Amber,Red,R,Amber,Odds ratio,Gold,Amber,I squared,"Leave one out analysis, Subgroup analysis",Publication bias,Not reported,Funnel plot,Forest plot,MOOSE,No,Yes,Red,Hazards associated with animal feed,2023,Food and Agriculture Organization,NA,Altmetric,NA
12/08/2022 1:56,km,s_039,bonde_2016,The epidemiologic evidence linking prenatal and postnatal exposure to endocrine disrupting chemicals with male reproductive disorders: a systematic review and meta-analysis,2016,Human Reproduction Update,REPRODUCTIVE BIOLOGY - SCIE/ OBSTETRICS & GYNECOLOGY - SCIE,Medicine,10.1093/humupd/dmw036,33,Amber,Gold,prospero,Green,Amber,Gold,Red,Amber,"PubMed, Embase",Amber,Red,custom scale,Red,Amber,Red,R,Amber,Odds ratio,Gold,Amber,I squared,"Leave one out analysis, Subgroup analysis",Publication bias,Not reported,Funnel plot,Forest plot,MOOSE,No,Yes,Red,"Toxicological profile for DDT, DDE, and DDD",2022,Centers for Disease Control and Prevention (CDC),NA,Altmetric,NA
12/08/2022 2:29,km,s_040,mendes_2021,"The association between environmental exposures to chlordanes, adiposity and diabetes-related features: a systematic review and meta-analysis.",2021,Scientific reports,MULTIDISCIPLINARY SCIENCES - SCIE,Multidisciplinary,10.1038/s41598-021-93868-4,18,Gold,Red,NA,Green,Amber,Amber,Red,Amber,"Web of Science, PubMed",Green,Red,STROBE,Amber,Amber,Gold,Stata,Amber,Odds ratio,Amber,Amber,I squared,Not reported,"Publication bias, Time-lag bias",Egger's regression,Funnel plot,Forest plot,PRISMA,No,Yes,Amber,NA,NA,NA,NA,NA,NA
12/08/2022 2:58,km,s_041,he_2021,Effects of�perinatal exposure to�endocrine disrupting chemicals on�the�reproductive system of�F3 generation male rodents: a�meta analysis,2021,Environmental Science and Pollution Research,ENVIRONMENTAL SCIENCES - SCIE,Medicine,10.1007/s11356-021-18338-w,9,Amber,Red,NA,Green,Amber,Amber,Red,Amber,"Web of Science, PubMed",Green,Red,STAIR,Amber,Amber,Gold,Stata,Amber,Risk ratio,Green,Amber,I squared,Snip complement,Publication bias,"Egger's regression, Begg's test",Funnel plot,Forest plot,Not reported,NA,Yes,Red,NA,NA,NA,NA,NA,NA
12/08/2022 21:04,km,s_042,wang_2021,Maternal Exposure to�Pesticides and�Risk of�Autism Spectrum Disorders in�Offspring: A�Meta?analysis,2021,Journal of Autism and Developmental Disorders,"PSYCHOLOGY, DEVELOPMENTAL - SSCI",Psychology,10.1007/s10803-021-05063-z,8,Amber,Red,NA,Amber,Amber,Amber,Red,Amber,"Web of Science, PubMed, Embase, psycinfo",Green,Red,Newcastle Ottawa scale,Amber,Amber,Gold,Stata,Amber,Odds ratio,Green,Amber,I squared,Leave one out analysis,Publication bias,"Egger's regression, Begg's test",Not reported,Forest plot,MOOSE,No,Yes,Green,NA,NA,NA,NA,NA,NA
12/08/2022 21:30,km,s_043,lewis-mikhael_2015,"Organochlorine pesticides and prostate cancer, Is there an association? A meta-analysis of epidemiological evidence",2015,Cancer Causes Control,no category found,Medicine,10.1007/s10552-015-0643-z,10,Amber,Red,NA,Amber,Amber,Amber,Red,Amber,"Scopus, Web of Science, PubMed, Medline",Green,Green,Newcastle Ottawa scale,Green,Amber,Green,Stata,Amber,Odds ratio,Green,Amber,I squared,Leave one out analysis,Not reported,Not reported,Not reported,Forest plot,Not reported,NA,Yes,Amber,"Toxicological profile for DDT, DDE, and DDD",2015,Centers for Disease Control and Prevention (CDC),NA,Altmetric,NA
12/12/2022 6:08,km,s_044,amutova_2021,Transfer of persistent organic pollutants in food of animal origin e Meta-analysis of published data,2021,Chemosphere,ENVIRONMENTAL SCIENCES - SCIE,Environmental Science,10.1016/j.chemosphere.2020.128351,41,Amber,Red,NA,Red,Red,Red,Red,Red,Google Scholar,Red,Red,Not reported,Red,Amber,Red,XLSTAT,Amber,Transfer rate,Red,Red,Not reported,Not reported,Not reported,Not reported,Not reported,Table,Not reported,NA,No,Red,Toxicological profile for chlorodibenzofurans (CDFs),2023,Centers for Disease Control and Prevention (CDC),NA,plumx,NA
